Total Time(s),Time_o1(s),Time_o2(s),var1,var2,o1,o2
8.629999876022339,8.476999998092651,0.013000011444091797,5.0,4.0,-0.017079811618641864,4036.063020980096
0.4759998321533203,0.47499990463256836,0.0,5.0,11.0,-0.019536128760590864,12755.952263838317
0.6159999370574951,0.6159999370574951,0.0,2.0,5.0,-0.017727475131598305,2676.4721267875016
0.5130000114440918,0.5130000114440918,0.0,3.0,15.0,-0.01974926796433815,7403.008010263303
0.5369999408721924,0.5369999408721924,0.0,4.0,14.0,-0.01971944992715457,7709.093918379931
0.4609999656677246,0.4609999656677246,0.0,2.0,5.0,-0.017727475131598305,2676.4721267875016
0.4119999408721924,0.4119999408721924,0.0,3.0,20.0,-0.01985712133702338,11567.200016036424
0.4029998779296875,0.4029998779296875,0.0,3.0,10.0,-0.019426261234578957,4164.192005773157
0.5149998664855957,0.5149998664855957,0.0,3.0,1.0,-0.0072747407298381864,666.2707209236978
0.4809999465942383,0.4809999465942383,0.0,2.0,15.0,-0.019724120370816542,10705.888507150006
0.40400004386901855,0.40400004386901855,0.0,6.0,14.0,-0.019701309078820187,12591.52006668722
0.4029998779296875,0.4029998779296875,0.0,4.0,17.0,-0.019810021051968683,10335.738106636796
0.3769998550415039,0.3769998550415039,0.0,4.0,18.0,-0.019829979056543975,11296.705492584466
0.4069998264312744,0.4069998264312744,0.0,2.0,12.0,-0.019563977271165676,7735.0044464158245
0.3940000534057617,0.3940000534057617,0.0,2.0,0.0,0.07351375110824032,669.1180316968754
0.45600008964538574,0.45600008964538574,0.0,3.0,17.0,-0.01980391016807992,8957.639692418557
0.5090000629425049,0.5090000629425049,0.0,3.0,6.0,-0.0184825834169445,2239.409923104639
0.6169998645782471,0.6169998645782471,0.0,2.0,6.0,-0.018341467523853138,3238.5312734128624
0.49699997901916504,0.49699997901916504,0.0,6.0,6.0,-0.018436108888154955,4220.426393543358
0.4519999027252197,0.4519999027252197,0.0,2.0,11.0,-0.019480015789411224,6851.768644576011
0.568000078201294,0.568000078201294,0.0,4.0,7.0,-0.01888753805153067,3075.095635032452
0.3880000114440918,0.3880000114440918,0.0,5.0,11.0,-0.019536128760590864,12755.952263838317
0.5870001316070557,0.5870001316070557,0.0,4.0,9.0,-0.019313476238828838,4185.54683657194
0.4250001907348633,0.4250001907348633,0.0,3.0,9.0,-0.01929297725214292,3627.473925029014
0.5729999542236328,0.5729999542236328,0.0,4.0,3.0,-0.015632162306212193,1366.709171125534
0.4290001392364502,0.4290001392364502,0.0,5.0,2.0,-0.01290014488608478,2441.568988000298
