Total Time(s),Time_o1(s),Time_o2(s),var1,var2,o1,o2
0.6899998188018799,0.6040000915527344,0.013000011444091797,5.0,4.0,-0.017079811618641864,4036.063020980096
0.4049999713897705,0.4049999713897705,0.0,5.0,11.0,-0.019536128760590864,12755.952263838317
0.375,0.375,0.0,2.0,5.0,-0.017727475131598305,2676.4721267875016
0.43199992179870605,0.43199992179870605,0.0,3.0,15.0,-0.01974926796433815,7403.008010263303
0.39999985694885254,0.39999985694885254,0.0,4.0,14.0,-0.01971944992715457,7709.093918379931
0.3710000514984131,0.3710000514984131,0.0,2.0,5.0,-0.017727475131598305,2676.4721267875016
0.4140000343322754,0.4140000343322754,0.0,3.0,20.0,-0.01985712133702338,11567.200016036424
0.5,0.5,0.0,3.0,10.0,-0.019426261234578957,4164.192005773157
0.5169999599456787,0.5169999599456787,0.0,3.0,1.0,-0.0072747407298381864,666.2707209236978
0.3919999599456787,0.3919999599456787,0.0,2.0,15.0,-0.019724120370816542,10705.888507150006
0.41300010681152344,0.41300010681152344,0.0,6.0,14.0,-0.019701309078820187,12591.52006668722
0.41699981689453125,0.41699981689453125,0.0,4.0,17.0,-0.019810021051968683,10335.738106636796
0.375,0.375,0.0,4.0,18.0,-0.019829979056543975,11296.705492584466
0.4069998264312744,0.4069998264312744,0.0,2.0,12.0,-0.019563977271165676,7735.0044464158245
0.40799999237060547,0.40799999237060547,0.0,2.0,0.0,0.07351375110824032,669.1180316968754
0.4869999885559082,0.4869999885559082,0.0,3.0,17.0,-0.01980391016807992,8957.639692418557
0.4159998893737793,0.4159998893737793,0.0,3.0,6.0,-0.0184825834169445,2239.409923104639
0.4350001811981201,0.4350001811981201,0.0,2.0,6.0,-0.018341467523853138,3238.5312734128624
0.41700005531311035,0.41700005531311035,0.0,6.0,6.0,-0.018436108888154955,4220.426393543358
0.38299989700317383,0.38299989700317383,0.0,2.0,11.0,-0.019480015789411224,6851.768644576011
0.3990001678466797,0.3990001678466797,0.0,4.0,7.0,-0.01888753805153067,3075.095635032452
0.4010000228881836,0.4010000228881836,0.0,5.0,11.0,-0.019536128760590864,12755.952263838317
0.4140000343322754,0.4140000343322754,0.0,4.0,9.0,-0.019313476238828838,4185.54683657194
0.3659999370574951,0.3659999370574951,0.0,3.0,9.0,-0.01929297725214292,3627.473925029014
0.5350000858306885,0.5350000858306885,0.0,4.0,3.0,-0.015632162306212193,1366.709171125534
0.38899993896484375,0.38899993896484375,0.0,5.0,2.0,-0.01290014488608478,2441.568988000298
0.38300013542175293,0.38300013542175293,0.0,3.0,16.0,-0.01977954654640722,8161.816331315279
0.3880000114440918,0.3880000114440918,0.0,6.0,10.0,-0.019407985624975158,7847.900318572488
0.4140000343322754,0.4140000343322754,0.0,6.0,10.0,-0.019407985624975158,7847.900318572488
0.40000009536743164,0.40000009536743164,0.0,5.0,11.0,-0.019536128760590864,12755.952263838317
0.4160001277923584,0.4160001277923584,0.0,3.0,16.0,-0.01977954654640722,8161.816331315279
0.4070000648498535,0.4070000648498535,0.0,4.0,8.0,-0.01913647597515741,3608.9664050033475
0.4909999370574951,0.4909999370574951,0.0,4.0,1.0,-0.007612393587736802,768.773908758113
0.39099979400634766,0.39099979400634766,0.0,4.0,17.0,-0.019810021051968683,10335.738106636796
0.39100003242492676,0.39100003242492676,0.0,4.0,6.0,-0.018525319833663147,2583.934526659199
0.3689999580383301,0.3689999580383301,0.0,3.0,13.0,-0.019663069136617327,5996.436488313286
0.4849998950958252,0.4849998950958252,0.0,5.0,17.0,-0.019808212920340185,24116.72224881919
0.47500014305114746,0.47500014305114746,0.0,5.0,17.0,-0.019808212920340185,24116.72224881919
0.3599998950958252,0.3599998950958252,0.0,6.0,0.0,0.059043145973056876,871.9889242858217
0.4459998607635498,0.4459998607635498,0.0,4.0,9.0,-0.019313476238828838,4185.54683657194
0.5329999923706055,0.5329999923706055,0.0,4.0,14.0,-0.01971944992715457,7709.093918379931
0.40400004386901855,0.40400004386901855,0.0,5.0,9.0,-0.01930740288909767,9766.275952001191
0.41899991035461426,0.41899991035461426,0.0,1.0,6.0,-0.018208022106598994,1584.8131763509753
0.37000012397766113,0.37000012397766113,0.0,6.0,0.0,0.059043145973056876,871.9889242858217
0.38899993896484375,0.38899993896484375,0.0,3.0,12.0,-0.019603062470316547,5348.673287415198
0.4200000762939453,0.41899991035461426,0.0,4.0,17.0,-0.019810021051968683,10335.738106636796
0.36500000953674316,0.36500000953674316,0.0,2.0,20.0,-0.019842122482395544,16727.950792421903
0.41100001335144043,0.41100001335144043,0.0,6.0,6.0,-0.018436108888154955,4220.426393543358
0.5870001316070557,0.5870001316070557,0.0,2.0,2.0,-0.01212535660414987,1311.4713421258743
0.4500000476837158,0.4500000476837158,0.0,3.0,1.0,-0.0072747407298381864,666.2707209236978
0.38899993896484375,0.38899993896484375,0.0,3.0,5.0,-0.01791863517784875,1850.7520025658257
0.40600013732910156,0.40600013732910156,0.0,3.0,10.0,-0.019426261234578957,4164.192005773157
0.42600011825561523,0.42600011825561523,0.0,2.0,11.0,-0.019480015789411224,6851.768644576011
0.382000207901001,0.382000207901001,0.0,4.0,3.0,-0.015632162306212193,1366.709171125534
0.46399998664855957,0.46399998664855957,0.0,5.0,17.0,-0.019808212920340185,24116.72224881919
0.4030001163482666,0.4030001163482666,0.0,2.0,5.0,-0.017727475131598305,2676.4721267875016
0.5409998893737793,0.5409998893737793,0.0,6.0,3.0,-0.015377572085226283,2232.2916461717055
0.4760000705718994,0.4760000705718994,0.0,3.0,1.0,-0.0072747407298381864,666.2707209236978
0.3689999580383301,0.3689999580383301,0.0,4.0,18.0,-0.019829979056543975,11296.705492584466
0.4459998607635498,0.4459998607635498,0.0,2.0,19.0,-0.019825500935464653,15416.479450296025
0.38299989700317383,0.38299989700317383,0.0,1.0,15.0,-0.01969990016167318,5239.051822647875
0.434999942779541,0.434999942779541,0.0,1.0,16.0,-0.0197347282068196,5776.054634469275
