Total Time(s),Time_o1(s),Time_o2(s),var1,var2,o1,o2
8.628000020980835,8.479000091552734,0.013000011444091797,2.0,7.0,-0.01874721357135787,3854.119862574006
0.5809998512268066,0.5809998512268066,0.0,6.0,8.0,-0.019083111798404283,5894.645128172135
0.6619999408721924,0.6619999408721924,0.0,3.0,15.0,-0.01974926796433815,7403.008010263303
0.4119999408721924,0.4119999408721924,0.0,6.0,14.0,-0.019701309078820187,12591.52006668722
0.432999849319458,0.432999849319458,0.0,4.0,20.0,-0.019861609224867557,13346.769249272797
0.3900001049041748,0.3900001049041748,0.0,2.0,4.0,-0.016752238346872516,2167.9424226978804
0.41300010681152344,0.41300010681152344,0.0,3.0,3.0,-0.015510069870605001,1184.4812816421295
0.4869999885559082,0.4869999885559082,0.0,2.0,19.0,-0.019825500935464653,15416.479450296025
0.49499988555908203,0.49499988555908203,0.0,4.0,1.0,-0.007612393587736802,768.773908758113
0.41700005531311035,0.41700005531311035,0.0,2.0,9.0,-0.019225061574400647,5245.885368503497
0.40000009536743164,0.40000009536743164,0.0,5.0,11.0,-0.019536128760590864,12755.952263838317
0.4810001850128174,0.4810001850128174,0.0,6.0,2.0,-0.01255268015237121,1709.0982916002085
0.36999988555908203,0.36999988555908203,0.0,1.0,13.0,-0.01959778078131903,4243.631976344787
0.38700008392333984,0.38700008392333984,0.0,5.0,6.0,-0.018512651006796815,6029.180562204798
0.5039999485015869,0.5039999485015869,0.0,5.0,1.0,-0.00751217919038258,1793.8057871022634
0.5100002288818359,0.5100002288818359,0.0,2.0,12.0,-0.019563977271165676,7735.0044464158245
0.47699999809265137,0.47699999809265137,0.0,3.0,15.0,-0.01974926796433815,7403.008010263303
0.5080001354217529,0.5080001354217529,0.0,3.0,6.0,-0.0184825834169445,2239.409923104639
0.4809999465942383,0.4809999465942383,0.0,1.0,17.0,-0.019763889158384486,6339.252705403902
0.5279998779296875,0.5279998779296875,0.0,4.0,16.0,-0.019786393881479958,9417.48038228686
0.3939998149871826,0.3939998149871826,0.0,4.0,18.0,-0.019829979056543975,11296.705492584466
0.4680001735687256,0.4680001735687256,0.0,5.0,11.0,-0.019536128760590864,12755.952263838317
0.5900001525878906,0.5900001525878906,0.0,1.0,10.0,-0.019317727145368953,2946.966650239465
0.5139999389648438,0.5139999389648438,0.0,4.0,5.0,-0.017976604212022237,2135.483079883645
0.38699984550476074,0.38699984550476074,0.0,4.0,5.0,-0.017976604212022237,2135.483079883645
0.39100003242492676,0.3900001049041748,0.0,4.0,1.0,-0.007612393587736802,768.773908758113
0.42799997329711914,0.42799997329711914,0.0,2.0,15.0,-0.019724120370816542,10705.888507150006
0.5099999904632568,0.5099999904632568,0.0,6.0,11.0,-0.01951110431296968,8929.166584686822
0.36100006103515625,0.36100006103515625,0.0,6.0,20.0,-0.01985221199871853,21799.723107145568
0.4739999771118164,0.4739999771118164,0.0,1.0,14.0,-0.01965436350822175,4728.244269939692
0.43199992179870605,0.43199992179870605,0.0,1.0,12.0,-0.019526700727449556,3785.214941863063
0.6670000553131104,0.6670000553131104,0.0,2.0,19.0,-0.019825500935464653,15416.479450296025
0.5429999828338623,0.5429999828338623,0.0,6.0,0.0,0.059043145973056876,871.9889242858217
0.4230000972747803,0.4230000972747803,0.0,2.0,7.0,-0.01874721357135787,3854.119862574006
0.4810001850128174,0.4810001850128174,0.0,6.0,1.0,-0.006908859469897078,1255.6640509715844
0.4610002040863037,0.4610002040863037,0.0,4.0,7.0,-0.01888753805153067,3075.095635032452
0.6319999694824219,0.6319999694824219,0.0,1.0,11.0,-0.01943590992164526,3352.9931664946434
0.4889998435974121,0.4889998435974121,0.0,6.0,7.0,-0.01881949100546347,5022.656203886338
0.6619999408721924,0.6610000133514404,0.0009999275207519531,2.0,11.0,-0.019480015789411224,6851.768644576011
0.4519999027252197,0.4519999027252197,0.0,2.0,9.0,-0.019225061574400647,5245.885368503497
0.45399999618530273,0.45399999618530273,0.0,4.0,20.0,-0.019861609224867557,13346.769249272797
0.46199989318847656,0.46199989318847656,0.0,2.0,3.0,-0.015108626432970408,1712.9421611440027
0.4630000591278076,0.4630000591278076,0.0,4.0,3.0,-0.015632162306212193,1366.709171125534
0.6019999980926514,0.6019999980926514,0.0,4.0,20.0,-0.019861609224867557,13346.769249272797
0.554999828338623,0.554999828338623,0.0,2.0,8.0,-0.019026366740377932,4523.237894270862
0.5820000171661377,0.5820000171661377,0.0,6.0,11.0,-0.01951110431296968,8929.166584686822
0.617999792098999,0.617999792098999,0.0,4.0,3.0,-0.015632162306212193,1366.709171125534
0.5730001926422119,0.5730001926422119,0.0,4.0,15.0,-0.019756825725517884,8541.93231953458
0.6919999122619629,0.6919999122619629,0.0,4.0,9.0,-0.019313476238828838,4185.54683657194
0.5509998798370361,0.5509998798370361,0.0,4.0,1.0,-0.007612393587736802,768.773908758113
0.39299988746643066,0.39299988746643066,0.0,2.0,15.0,-0.019724120370816542,10705.888507150006
0.4070000648498535,0.4070000648498535,0.0,6.0,11.0,-0.01951110431296968,8929.166584686822
0.3919999599456787,0.3919999599456787,0.0,6.0,20.0,-0.01985221199871853,21799.723107145568
0.5060000419616699,0.5060000419616699,0.0,4.0,4.0,-0.017104121168788466,1729.7412947057555
0.625,0.625,0.0,1.0,11.0,-0.01943590992164526,3352.9931664946434
0.5399999618530273,0.5399999618530273,0.0,1.0,17.0,-0.019763889158384486,6339.252705403902
0.562999963760376,0.562999963760376,0.0,6.0,0.0,0.059043145973056876,871.9889242858217
0.4100000858306885,0.4100000858306885,0.0,2.0,11.0,-0.019480015789411224,6851.768644576011
0.4089999198913574,0.4089999198913574,0.0,6.0,0.0,0.059043145973056876,871.9889242858217
0.5099999904632568,0.5099999904632568,0.0,4.0,5.0,-0.017976604212022237,2135.483079883645
